s.entity_en,type(r),t.entity_en
100 mg/day,AMOUNT_DRUG,Sitagliptin
T1,CLASS_DISEASE,T1DM
LDL-C,TEST_ITEMS_DISEASE,diabetes
LDL-C,TEST_ITEMS_DISEASE,Cardiovascular disease
LDL-C,TEST_ITEMS_DISEASE,Myocardial infarction
LDL-C,TEST_ITEMS_DISEASE,Coronary heart disease
LDL-C,TEST_ITEMS_DISEASE,T2DM
LDL-C,TEST_ITEMS_DISEASE,T1DM
LDL-C,TEST_ITEMS_DISEASE,Dyslipidemia
LDL-C,TEST_ITEMS_DISEASE,ASCVD
LDL-C,TEST_ITEMS_DISEASE,Coronary events
LDL-C,TEST_ITEMS_DISEASE,Vascular events
LDL-C,TEST_ITEMS_DISEASE,Vascular death
LDL-C,TEST_ITEMS_DISEASE,Ischemic stroke
LDL-C,TEST_ITEMS_DISEASE,Cardiovascular death
LDL-C,TEST_ITEMS_DISEASE,T2DDM
LDL-C,TEST_ITEMS_DISEASE,Cardiovascular and cerebrovascular diseases
LDL-C,TEST_ITEMS_DISEASE,Kidney disease
LDL-C,TEST_ITEMS_DISEASE,Hyperuricemia
LDL-C,TEST_ITEMS_DISEASE,Kidney disease
LDL-C,TEST_ITEMS_DISEASE,Cerebral infarction
LDL-C,TEST_ITEMS_DISEASE,Large vessel atherosclerosis
LDL-C,TEST_ITEMS_DISEASE,Hypothyroidism
LDL-C,TEST_ITEMS_DISEASE,Isolated hypertriglyceridemia
Excessive weight gain,ADE_DRUG,insulin
Glitazones,DRUG_DISEASE,diabetes
eGFR,TEST_ITEMS_DISEASE,diabetes
eGFR,TEST_ITEMS_DISEASE,Diabetic nephropathy
eGFR,TEST_ITEMS_DISEASE,Albuminuria
eGFR,TEST_ITEMS_DISEASE,Moderate renal insufficiency
eGFR,TEST_ITEMS_DISEASE,Renal insufficiency
eGFR,TEST_ITEMS_DISEASE,Impaired renal function
eGFR,TEST_ITEMS_DISEASE,T2DM
eGFR,TEST_ITEMS_DISEASE,CKD
eGFR,TEST_ITEMS_DISEASE,Renal impairment
eGFR,TEST_ITEMS_DISEASE,Chronic kidney disease
eGFR,TEST_ITEMS_DISEASE,DKD
eGFR,TEST_ITEMS_DISEASE,Chronic kidney disease
eGFR,TEST_ITEMS_DISEASE,HUA
eGFR,TEST_ITEMS_DISEASE,CKD stage 3a
150 minutes of exercise per week,TREATMENT_DISEASE,IFG
150 minutes of exercise per week,TREATMENT_DISEASE,Prediabetes
150 minutes of exercise per week,TREATMENT_DISEASE,GT
Lose 5% to 10% of your body weight,TREATMENT_DISEASE,IFG
Lose 5% to 10% of your body weight,TREATMENT_DISEASE,Prediabetes
Lose 5% to 10% of your body weight,TREATMENT_DISEASE,GT
Serum transaminases,TEST_ITEMS_DISEASE,Liver damage
Serum transaminases,TEST_ITEMS_DISEASE,Severe liver damage
General anesthesia,OPERATION_DISEASE,Abnormal renal function
Low blood pressure,ADE_DRUG,ACEI
Low blood pressure,ADE_DRUG,ARB
Low blood pressure,ADE_DRUG,Aliskiren
Metformin Hydrochloride,DRUG_DISEASE,Type 2 diabetes
Acute and chronic,CLASS_DISEASE,Acute and chronic metabolic acidosis
Metabolic,CLASS_DISEASE,Acute and chronic metabolic acidosis
Intravascular injection,METHOD_DRUG,Iodinated contrast agents
Intravascular injection,METHOD_DRUG,Iodinated contrast agents
Stomach bloating,ADE_DRUG,Metformin
Abdominal discomfort,ADE_DRUG,Metformin
1000 mg to 2000 mg/day,AMOUNT_DRUG,Metformin
Severe gastrointestinal reactions,ADE_DRUG,Metformin
Megaloblastic anemia,ADE_DRUG,Metformin
Decreased vitamin B12 levels,ADE_DRUG,Metformin
Calcium,DRUG_DISEASE,Osteoporosis
Glucocorticoids,DRUG_DISEASE,diabetes
Glucocorticoids,DRUG_DISEASE,Renal insufficiency
Glucocorticoids,DRUG_DISEASE,High blood sugar
Glucocorticoids,DRUG_DISEASE,gout
Glucocorticoids,DRUG_DISEASE,Acute gout
Glucocorticoids,DRUG_DISEASE,Gouty arthritis
Diuretics,DRUG_DISEASE,diabetes
Diuretics,DRUG_DISEASE,hypertension
Diuretics,DRUG_DISEASE,Hyperuricemia
TG,TEST_ITEMS_DISEASE,diabetes
TG,TEST_ITEMS_DISEASE,Cardiovascular disease
TG,TEST_ITEMS_DISEASE,Coronary heart disease
TG,TEST_ITEMS_DISEASE,Acute pancreatitis
TG,TEST_ITEMS_DISEASE,T2DM
TG,TEST_ITEMS_DISEASE,Dyslipidemia
TG,TEST_ITEMS_DISEASE,ASCVD
TC,TEST_ITEMS_DISEASE,Cardiovascular disease
TC,TEST_ITEMS_DISEASE,T2DM
HDL-C,TEST_ITEMS_DISEASE,diabetes
HDL-C,TEST_ITEMS_DISEASE,Cardiovascular disease
HDL-C,TEST_ITEMS_DISEASE,T2DM
HDL-C,TEST_ITEMS_DISEASE,Dyslipidemia
Serum transaminase,TEST_ITEMS_DISEASE,Liver damage
Serum enzymology,TEST_DISEASE,NAFLD
Alcohol,CLASS_DISEASE,Alcoholic liver disease
Non-alcoholic fatty,CLASS_DISEASE,Nonalcoholic fatty liver disease
Non-alcoholic fatty,CLASS_DISEASE,Nonalcoholic steatohepatitis (NASH)
Decompensation,CLASS_DISEASE,Decompensated cirrhosis
Contraceptive pills,DRUG_DISEASE,PCOS
Insulin levels,TEST_ITEMS_DISEASE,obesity
Androgens,TEST_ITEMS_DISEASE,PCOS
Increase the dose by 500 mg per week,AMOUNT_DRUG,Metformin
Up to 2000 mg/day,AMOUNT_DRUG,Metformin
Secondary,FREQUENCY_DRUG,Metformin
Take with or after meals,METHOD_DRUG,Metformin
2500 mg/day,AMOUNT_DRUG,Metformin
Breast,ANATOMY_DISEASE,Breast cancer
Colorectal,ANATOMY_DISEASE,Colorectal cancer
Endometrium,ANATOMY_DISEASE,Endometrial cancer
Straight heart tube,ANATOMY_DISEASE,Atherosclerotic cardiovascular disease (ASCVD)
Moderate-intensity statins,DRUG_DISEASE,T2DM
Moderate-strength statins,DRUG_DISEASE,T2DM
Statins,DRUG_DISEASE,diabetes
Statins,DRUG_DISEASE,Cardiovascular disease
Statins,DRUG_DISEASE,Infect
Statins,DRUG_DISEASE,Hyperlipidemia
Statins,DRUG_DISEASE,T2DM
Statins,DRUG_DISEASE,Prediabetes
Statins,DRUG_DISEASE,ASCVD
Statins,DRUG_DISEASE,Acute Coronary Syndrome (ACS)
Statins,DRUG_DISEASE,NASH
Statins,DRUG_DISEASE,Hepatitis B and C
Statins,DRUG_DISEASE,Decompensated cirrhosis
Statins,DRUG_DISEASE,Acute liver failure
Statins,DRUG_DISEASE,CKDI~2
Statins,DRUG_DISEASE,Diabetic foot
Statins,DRUG_DISEASE,Cardiovascular and cerebrovascular diseases
Statins,DRUG_DISEASE,Kidney disease
Statins,DRUG_DISEASE,Large vessel atherosclerosis
Statins,DRUG_DISEASE,Hypothyroidism
Statins,DRUG_DISEASE,Diabetic vascular disease
Fibrates,DRUG_DISEASE,diabetes
Fibrates,DRUG_DISEASE,Hypothyroidism
Fibrates,DRUG_DISEASE,T2DM
Fibrates,DRUG_DISEASE,CHD
Fibrates,DRUG_DISEASE,"Elderly, severe liver and kidney disease"
Fibrates,DRUG_DISEASE,Cardiovascular events
Fibrates,DRUG_DISEASE,Mixed dyslipidemia
Fenofibrate,DRUG_DISEASE,diabetes
Fenofibrate,DRUG_DISEASE,Hyperlipidemia
Fenofibrate,DRUG_DISEASE,ASCVD
Fenofibrate,DRUG_DISEASE,Cardiac events
Fenofibrate,DRUG_DISEASE,DR
Fenofibrate,DRUG_DISEASE,HUA
Fenofibrate,DRUG_DISEASE,Hypertriglyceridemia
Fenofibrate,DRUG_DISEASE,Mixed dyslipidemia
Bezafibrate,DRUG_DISEASE,diabetes
Bezafibrate,DRUG_DISEASE,Myocardial infarction
Bezafibrate,DRUG_DISEASE,ASCVD
Bezafibrate,DRUG_DISEASE,Coronary atherosclerosis
High Purity Fish Oil,DRUG_DISEASE,Acute pancreatitis
Cholesterol absorption inhibitors,DRUG_DISEASE,diabetes
Ezetimibe,DRUG_DISEASE,diabetes
Ezetimibe,DRUG_DISEASE,Atherosclerosis
Ezetimibe,DRUG_DISEASE,Cardiovascular endpoints
Ezetimibe,DRUG_DISEASE,Dyslipidemia
Chronic,CLASS_DISEASE,Chronic Kidney Disease (CKD)
Chronic,CLASS_DISEASE,Chronic hepatitis
Chronic,CLASS_DISEASE,Diabetic chronic kidney disease (CKD)
Chronic,CLASS_DISEASE,Chronic heart failure
Chronic,CLASS_DISEASE,Chronic kidney disease
Chronic,CLASS_DISEASE,Chronic Kidney Disease (CKD)
Chronic,CLASS_DISEASE,Chronic kidney disease
Chronic,CLASS_DISEASE,Chronic renal insufficiency
Chronic,CLASS_DISEASE,Chronic stable angina
Chronic,CLASS_DISEASE,Moderate to severe chronic kidney disease
Chronic,CLASS_DISEASE,Advanced chronic kidney disease
Chronic,CLASS_DISEASE,Chronic Kidney Disease Stage 3a
New-onset diabetes,ADE_DRUG,Statins
New-onset diabetes,ADE_DRUG,Statins
Effects on blood sugar,ADE_DRUG,Statins
TG levels,TEST_ITEMS_DISEASE,T2DM
TG levels,TEST_ITEMS_DISEASE,Hypertriglyceridemia
HDL-C Levels,TEST_ITEMS_DISEASE,T2DM
Fasting and postprandial TG levels,TEST_ITEMS_DISEASE,T2DM
Fatal and non-fatal,CLASS_DISEASE,Fatal and nonfatal myocardial infarction
Abnormal lipid metabolism,PATHOGENESIS_DISEASE,T2DM
Abdominal obesity,REASON_DISEASE,T2DM
Lipid profile,TEST_DISEASE,T2DM
Fasting and postprandial TC levels,TEST_ITEMS_DISEASE,Hypertriglyceridemia
Serum total cholesterol and low-density lipoprotein cholesterol levels,TEST_ITEMS_DISEASE,Atherosclerotic cardiovascular disease
Blood lipid test,TEST_DISEASE,T2DM
Empty blood lipids,TEST_DISEASE,T2DM
Fasting lipid profile,TEST_DISEASE,T2DM
Vascular,CLASS_DISEASE,Vascular death
"Number of small, dense LDL particles",TEST_ITEMS_DISEASE,T2DM
Small and dense LDL particles are more susceptible to oxidation to form lipid peroxides,PATHOGENESIS_DISEASE,ASCVD
Easily taken up via non-receptor pathways,PATHOGENESIS_DISEASE,ASCVD
Recognized and engulfed by scavenger receptors of monocytes and macrophages to form foam cells,PATHOGENESIS_DISEASE,ASCVD
Coronary arteries,ANATOMY_DISEASE,Coronary events
non-HDL-C,TEST_ITEMS_DISEASE,T2DM
non-HDL-C,TEST_ITEMS_DISEASE,ASCVD
Lipid levels,TEST_DISEASE,T2DM
Lipid levels,TEST_DISEASE,T1DM
Lipid levels,TEST_DISEASE,ASCVD
"Small, dense LDL particles",TEST_ITEMS_DISEASE,T2DM
Small and dense LDL particles are more susceptible to oxidation to form lipid peroxides,REASON_DISEASE,ASCVD
Easily taken up via non-receptor pathways,REASON_DISEASE,ASCVD
Recognized and engulfed by scavenger receptors of monocytes and macrophages to form foam cells,REASON_DISEASE,ASCVD
Ischemic,CLASS_DISEASE,Ischemic stroke
PCSK9 inhibitors,DRUG_DISEASE,diabetes
PCSK9 inhibitors,DRUG_DISEASE,Myocardial infarction
Statins,DRUG_DISEASE,diabetes
Statins,DRUG_DISEASE,Cardiovascular disease
Statins,DRUG_DISEASE,Hypothyroidism
Statins,DRUG_DISEASE,Acute pancreatitis
Statins,DRUG_DISEASE,T2DM
Statins,DRUG_DISEASE,CKD
Statins,DRUG_DISEASE,"Elderly, severe liver and kidney disease"
Statins,DRUG_DISEASE,Cardiovascular endpoints
Statins,DRUG_DISEASE,Cardiovascular events
Statins,DRUG_DISEASE,CKD stage 5
TG-lowering drugs,DRUG_DISEASE,Acute pancreatitis
Fibrates,DRUG_DISEASE,Acute pancreatitis
Fibrates,DRUG_DISEASE,Hypertriglyceridemia
Fibrates,DRUG_DISEASE,Combined hyperlipidemia
Fibrates,DRUG_DISEASE,Mixed dyslipidemia
Moderate-strength statins,DRUG_DISEASE,T2DM
Moderate-strength statins,DRUG_DISEASE,Cardiovascular and cerebrovascular events
Moderate-strength statins,DRUG_DISEASE,Decreased liver and kidney function
acute,CLASS_DISEASE,Acute pancreatitis
acute,CLASS_DISEASE,Heart failure
acute,CLASS_DISEASE,Acute Coronary Syndrome (ACS)
acute,CLASS_DISEASE,Acute liver failure
acute,CLASS_DISEASE,Acute myocardial infarction
acute,CLASS_DISEASE,Acute heart failure
acute,CLASS_DISEASE,Acute kidney injury
acute,CLASS_DISEASE,Acute metabolic disturbances
Intolerance,ADE_DRUG,Statins
Intolerance,ADE_DRUG,Statins
Intolerance,ADE_DRUG,aspirin
Cholesterol levels,TEST_ITEMS_DISEASE,diabetes
Lipid parameters,TEST_DISEASE,T2DM
blood pressure,TEST_ITEMS_DISEASE,diabetes
blood pressure,TEST_ITEMS_DISEASE,obesity
blood pressure,TEST_ITEMS_DISEASE,overweight
blood pressure,TEST_ITEMS_DISEASE,hypertension
blood pressure,TEST_ITEMS_DISEASE,T2DM
blood pressure,TEST_ITEMS_DISEASE,Cardiovascular and cerebrovascular diseases
Lipid-lowering drugs,DRUG_DISEASE,ASCVD
Lipid-lowering drugs,DRUG_DISEASE,Decreased liver and kidney function
cholesterol,TEST_ITEMS_DISEASE,T2DM
LDL-C levels,TEST_ITEMS_DISEASE,diabetes
LDL-C levels,TEST_ITEMS_DISEASE,T2DM
LDL-C levels,TEST_ITEMS_DISEASE,Metabolic disorders
Cholesterol-lowering medications,DRUG_DISEASE,diabetes
Cholesterol-lowering medications,DRUG_DISEASE,T2DM
Atorvastatin,DRUG_DISEASE,diabetes
Atorvastatin,DRUG_DISEASE,Coronary heart disease
Atorvastatin,DRUG_DISEASE,Renal insufficiency
Atorvastatin,DRUG_DISEASE,T2DM
Atorvastatin,DRUG_DISEASE,Atherosclerosis
Atorvastatin,DRUG_DISEASE,CKD stage 3
Atorvastatin,DRUG_DISEASE,CKD stage 4
Atorvastatin,DRUG_DISEASE,Kidney disease
Atorvastatin,DRUG_DISEASE,HUA
Atorvastatin,DRUG_DISEASE,Hypercholesterolemia
Simvastatin,DRUG_DISEASE,diabetes
Simvastatin,DRUG_DISEASE,Renal insufficiency
Simvastatin,DRUG_DISEASE,T2DM
Simvastatin,DRUG_DISEASE,Atherosclerosis
Simvastatin,DRUG_DISEASE,CKD stage 3
Simvastatin,DRUG_DISEASE,CKD stage 4
Cholesterol-lowering drugs,DRUG_DISEASE,T2DM
Hepatotoxicity,ADE_DRUG,High-intensity statins
Myotoxicity,ADE_DRUG,High-intensity statins
20~40mg,AMOUNT_DRUG,Simvastatin
Pitavastatin,DRUG_DISEASE,T2DM
2~4mg,AMOUNT_DRUG,Pitavastatin
10~20mg,AMOUNT_DRUG,Atorvastatin
TG drugs,DRUG_DISEASE,Acute pancreatitis
Hypertriglyceridemia,REASON_DISEASE,Acute pancreatitis
0.5~1.0g/time,AMOUNT_DRUG,High Purity Fish Oil
High TG levels,REASON_DISEASE,T2DM
High TG levels,REASON_DISEASE,ASCVD
High TG levels,REASON_DISEASE,Macrovascular and microvascular events
Coronary arteries,ANATOMY_DISEASE,Coronary atherosclerosis
Coronary arteries,ANATOMY_DISEASE,Acute Coronary Syndrome (ACS)
Coronary arteries,ANATOMY_DISEASE,"Stenosis of the coronary arteries, carotid arteries, or lower limb arteries"
Selective cholesterol absorption inhibitors,DRUG_DISEASE,Cardiovascular endpoints
artery,ANATOMY_DISEASE,Atherosclerosis
artery,ANATOMY_DISEASE,Atherosclerotic cardiovascular disease
artery,ANATOMY_DISEASE,Atherosclerotic cardiovascular disease (ASCVD)
artery,ANATOMY_DISEASE,Chronic arterial occlusive disease
artery,ANATOMY_DISEASE,Atherosclerotic plaque
artery,ANATOMY_DISEASE,Atherosclerosis
artery,ANATOMY_DISEASE,Atherosclerotic vascular disease
artery,ANATOMY_DISEASE,Atherosclerotic cardiovascular and cerebrovascular diseases
niacin,DRUG_DISEASE,diabetes
niacin,DRUG_DISEASE,T2DM
niacin,DRUG_DISEASE,Cardiovascular events
Ischemic stroke,ADE_DRUG,Statins
Ischemic stroke,ADE_DRUG,niacin
2 years,DURATION_DRUG,Statins
Lipid levels,TEST_ITEMS_DISEASE,T2DM
Cerebrovascular,ANATOMY_DISEASE,Cerebrovascular disease
Cerebrovascular,ANATOMY_DISEASE,Cerebrovascular disease
Cerebrovascular,ANATOMY_DISEASE,Cerebrovascular injury
Cerebrovascular,ANATOMY_DISEASE,Cerebrovascular disease
ALT,TEST_ITEMS_DISEASE,Type 2 diabetes
ALT,TEST_ITEMS_DISEASE,Liver damage
Statins,DRUG_DISEASE,T2DM
Statins,DRUG_DISEASE,Nonalcoholic fatty liver disease
Statins,DRUG_DISEASE,Chronic hepatitis
Statins,DRUG_DISEASE,Nonalcoholic steatohepatitis (NASH)
Statins,DRUG_DISEASE,Compensated cirrhosis
Type B,CLASS_DISEASE,Hepatitis B and C
Type C,CLASS_DISEASE,Hepatitis B and C
Nonalcoholic fatty liver disease,CLASS_DISEASE,Nonalcoholic fatty liver disease
Compensation period,CLASS_DISEASE,Compensated cirrhosis
Impaired liver function,ADE_DRUG,Statins
Liver failure,ADE_DRUG,Statins
12 weeks,DURATION_DRUG,Statins
Decompensated,CLASS_DISEASE,Decompensated cirrhosis
Phase I~2,CLASS_DISEASE,CKDI~2
Phase 3,CLASS_DISEASE,CKD
Phase 3,CLASS_DISEASE,CKD stage 3
Phase 3,CLASS_DISEASE,Chronic kidney disease
Phase 3,CLASS_DISEASE,CKD stage 1-2
Pravastatin,DRUG_DISEASE,T2DM
Fluvastatin,DRUG_DISEASE,Renal insufficiency
Fluvastatin,DRUG_DISEASE,T2DM
Fluvastatin,DRUG_DISEASE,CKD stage 3
Rosuvastatin,DRUG_DISEASE,T2DM
Rosuvastatin,DRUG_DISEASE,CKD stage 3
4th phase,CLASS_DISEASE,CKD
4th phase,CLASS_DISEASE,CKD stage 4
4th phase,CLASS_DISEASE,Chronic kidney disease
4th phase,CLASS_DISEASE,CKD stage 1-3
5th issue,CLASS_DISEASE,CKD stage 5
5th issue,CLASS_DISEASE,Chronic kidney disease
5th issue,CLASS_DISEASE,CKD stage 1-3
5th issue,CLASS_DISEASE,CKD stage 1-3a
5th issue,CLASS_DISEASE,CKD stages 1 to 4
Myopathy,ADE_DRUG,Statins
Progressive decline in renal function,PATHOGENESIS_DISEASE,CKD
Glomerular filtration rate (GFR),TEST_ITEMS_DISEASE,CKD
Creatine kinase,TEST_ITEMS_DISEASE,Decreased liver and kidney function
Statins,DRUG_DISEASE,Renal insufficiency
Statins,DRUG_DISEASE,T2DM
Statins,DRUG_DISEASE,Mixed dyslipidemia
Statins,DRUG_DISEASE,Dyslipidemia
Statins,DRUG_DISEASE,Combined hyperlipidemia
Statins,DRUG_DISEASE,Mixed dyslipidemia
Muscle discomfort,ADE_DRUG,Statins
Weakness,ADE_DRUG,Statins
Brown urine,ADE_DRUG,Statins
Myositis,ADE_DRUG,Statins
muscle,ANATOMY_DISEASE,Hypothyroidism
Myoenzyme,TEST_ITEMS_DISEASE,Hypothyroidism
Abnormal blood sugar,ADE_DRUG,Statins
Gemfibrozil,DRUG_DISEASE,diabetes
Insomnia,ADE_DRUG,Statins
Depression,ADE_DRUG,Statins
Muscle damage,ADE_DRUG,Statins
Muscle tenderness,ADE_DRUG,Statins
tenderness,ADE_DRUG,Statins
pain,ADE_DRUG,Statins
Rhabdomyolysis,ADE_DRUG,Statins
Diabetes-lowering drugs,DRUG_DISEASE,T2DM
Adverse reactions to blood sugar,ADE_DRUG,Statins
Lose weight,TREATMENT_DISEASE,obesity
Lose weight,TREATMENT_DISEASE,overweight
Lose weight,TREATMENT_DISEASE,hypertension
Lose weight,TREATMENT_DISEASE,T2DM
Lose weight,TREATMENT_DISEASE,Chronic kidney disease
Gastrointestinal discomfort,ADE_DRUG,Gliquidone
Gastrointestinal discomfort,ADE_DRUG,Acarbose
Gastrointestinal discomfort,ADE_DRUG,Fibrates
Gastrointestinal discomfort,ADE_DRUG,Voglibose
Mild nausea,ADE_DRUG,Fibrates
Abdominal bloating,ADE_DRUG,Acarbose
Abdominal bloating,ADE_DRUG,Fibrates
Abdominal bloating,ADE_DRUG,Voglibose
Liver and kidney damage,ADE_DRUG,Fibrates
Half a month,DURATION_DRUG,Fibrates
Drug-induced rhabdomyolysis,ADE_DRUG,Fibrates
Increased incidence of gallstones,ADE_DRUG,Fibrates
"Possible decrease in white blood cells, red blood cells, and eosinophils",ADE_DRUG,Fibrates
Abnormal glucose metabolism,ADE_DRUG,niacin
Worsening of glucose tolerance,ADE_DRUG,niacin
Hybrid,CLASS_DISEASE,Mixed dyslipidemia
Hybrid,CLASS_DISEASE,Diabetic foot
Therapeutic lifestyle changes,TREATMENT_DISEASE,T2DM
Healthy Lifestyle,TREATMENT_DISEASE,diabetes
lose weight,TREATMENT_DISEASE,High blood sugar
Quitting smoking,TREATMENT_DISEASE,diabetes
Quitting smoking,TREATMENT_DISEASE,Diabetic nephropathy
Quitting smoking,TREATMENT_DISEASE,DKD
Quitting smoking,TREATMENT_DISEASE,HUA
Quitting smoking,TREATMENT_DISEASE,gout
Perioperative period,CLASS_DISEASE,Perioperative Hyperglycemia
hormone,REASON_DISEASE,High blood sugar
Sugary nutrient solution,REASON_DISEASE,High blood sugar
Prolonged fasting,REASON_DISEASE,Hypoglycemia
Inappropriate glucose-lowering therapy,REASON_DISEASE,Hypoglycemia
Infect,ADE_DRUG,Glucocorticoids
Stress,CLASS_DISEASE,Stress-induced hyperglycemia
Hidden,CLASS_DISEASE,Latent diabetes
fasting,TREATMENT_DISEASE,diabetes
fasting,TREATMENT_DISEASE,High blood sugar
Glycated hemoglobin HbA1c,TEST_ITEMS_DISEASE,diabetes
Blood collection,TEST_DISEASE,diabetes
Organ transplantation,OPERATION_DISEASE,diabetes
Regional anesthesia,OPERATION_DISEASE,diabetes
General anesthesia,OPERATION_DISEASE,diabetes
General anesthesia,OPERATION_DISEASE,Abnormal renal function
Inhalation anesthetics,DRUG_DISEASE,diabetes
Non-insulin injections,DRUG_DISEASE,diabetes
Short-acting insulin,DRUG_DISEASE,diabetes
continued,DURATION_DRUG,insulin
continued,DURATION_DRUG,Short-acting insulin
continued,DURATION_DRUG,5% or 10% glucose
Intravenous infusion,METHOD_DRUG,insulin
Intravenous infusion,METHOD_DRUG,Short-acting insulin
The dose remains unchanged or is reduced by 1/3 to 1/2,AMOUNT_DRUG,Intermediate- and long-acting insulin
Pre-meal blood sugar,TEST_ITEMS_DISEASE,Giant baby
Infusion,METHOD_DRUG,glucose
Infusion,METHOD_DRUG,Sugary liquids
Infusion,METHOD_DRUG,Enteral nutrition solution
Mental stress,REASON_DISEASE,Hypoglycemia
Blood glucose,TEST_ITEMS_DISEASE,High cholesterol
Blood glucose,TEST_ITEMS_DISEASE,anemia
Blood glucose,TEST_ITEMS_DISEASE,Hyperbilirubinemia
Arterial blood gas,TEST_DISEASE,High cholesterol
Arterial blood gas,TEST_DISEASE,anemia
Arterial blood gas,TEST_DISEASE,Hyperbilirubinemia
Intravenous infusion,METHOD_DRUG,insulin
Intravenous infusion,METHOD_DRUG,Prostaglandin E1 preparations
Intravenous infusion,METHOD_DRUG,Uric acid
3~4:1,AMOUNT_DRUG,Sugar (g): Insulin (U)
vein,METHOD_DRUG,insulin
vein,METHOD_DRUG,Glucocorticoids
vein,METHOD_DRUG,Rapid-acting insulin analogs
Intravenous administration,METHOD_DRUG,insulin
Single or intermittent,FREQUENCY_DRUG,insulin
IV push,METHOD_DRUG,insulin
IV push,METHOD_DRUG,glucose
IV push,METHOD_DRUG,50% glucose solution
Pump,METHOD_DRUG,insulin
Concentration 1U/ml,AMOUNT_DRUG,Short-acting insulin
Concentration 1U/ml,AMOUNT_DRUG,Normal saline
Osmotic diuresis,SYMPTOM_DISEASE,High blood sugar
Hypertonicity,CLASS_DISEASE,Hypertonic dehydration
Potassium moves into cells,PATHOGENESIS_DISEASE,Hypokalemia
Serum potassium,TEST_ITEMS_DISEASE,CKD
brain,ANATOMY_DISEASE,Brain Death
brain,ANATOMY_DISEASE,Brain damage
brain,ANATOMY_DISEASE,Transient ischemic attack
brain,ANATOMY_DISEASE,Stroke
brain,ANATOMY_DISEASE,Diabetic neuropathy
brain,ANATOMY_DISEASE,Brain dysfunction
brain,ANATOMY_DISEASE,Hepatic encephalopathy
brain,ANATOMY_DISEASE,HUA
brain,ANATOMY_DISEASE,Cerebral infarction
brain,ANATOMY_DISEASE,Ischemic cerebral infarction
brain,ANATOMY_DISEASE,Asymptomatic cerebral infarction
brain,ANATOMY_DISEASE,Cerebral hemorrhage
brain,ANATOMY_DISEASE,Nonfatal ischemic stroke
weak,REASON_DISEASE,Hypoglycemia
Severe infection,REASON_DISEASE,Hypoglycemia
Liver and kidney dysfunction,REASON_DISEASE,Hypoglycemia
20~50rnl,AMOUNT_DRUG,50% Glucose
Intravenous drip,METHOD_DRUG,5% or 10% glucose
More than 24 hours,DURATION_DRUG,insulin
Intravenous pump,METHOD_DRUG,insulin
1.5 hours,DURATION_DRUG,Rapid-acting insulin
3~4 hours,DURATION_DRUG,Regular insulin
Peripheral arteries,ANATOMY_DISEASE,Peripheral arterial disease
Peripheral arteries,ANATOMY_DISEASE,Peripheral Arterial Disease (PAD)
Blood pressure reduction,TREATMENT_DISEASE,diabetes
Lipid regulation,TREATMENT_DISEASE,diabetes
Antiplatelet therapy,TREATMENT_DISEASE,diabetes
Weight loss,TREATMENT_DISEASE,obesity
Weight loss,TREATMENT_DISEASE,overweight
Health Education,TREATMENT_DISEASE,obesity
Regular exercise,TREATMENT_DISEASE,diabetes
Regular exercise,TREATMENT_DISEASE,gout
IDL-C,TEST_ITEMS_DISEASE,T2DM
IDL-C,TEST_ITEMS_DISEASE,ASCVD
Non-HDL-C,TEST_ITEMS_DISEASE,T2DM
